idcliente;nome;email;ncontribuinte;dataregisto
510;"Eugénia Inês Calado  Ferreira";6645@lojacomp.pt;772461911;"2017-02-21 00:00:00"
511;"Eduarda Marta Martins  Anjos";6646@lojacomp.pt;996549568;"2017-02-21 00:00:00"
512;"Olga Alexandra  Lucas  Matias";6647@lojacomp.pt;180935192;"2017-02-21 00:00:00"
513;"Jorge Mário Faustino  Jesus";6648@lojacomp.pt;609209325;"2017-02-21 00:00:00"
514;"Eunice  Paula Rodrigues  Ferreira";6649@lojacomp.pt;785174175;"2017-02-21 00:00:00"
515;"Sílvia Gisela Cardoso  Brazão";6650@lojacomp.pt;223241866;"2017-02-21 00:00:00"
516;"Dina Eugénia Cordeiro  Conceição";6651@lojacomp.pt;949178983;"2017-02-21 00:00:00"
517;"Rute  Sónia Ferreira  Alves";6652@lojacomp.pt;239452520;"2017-02-21 00:00:00"
518;"Paula Mónica  Silva";6653@lojacomp.pt;740841257;"2017-02-21 00:00:00"
519;"Nelson  Fernando Santos  Cordeiro";6654@lojacomp.pt;175166539;"2017-02-21 00:00:00"
520;"Manuela Anabela Sousa  Caiado";6655@lojacomp.pt;219680127;"2017-02-21 00:00:00"
521;"José Diana Lourenço  Rebelo";6656@lojacomp.pt;156109050;"2017-02-21 00:00:00"
522;"Paulo André  Martins  Rebocho";6657@lojacomp.pt;509090284;"2017-02-21 00:00:00"
523;"Ângelo  Michael  Fernandes  Rebocho";6658@lojacomp.pt;407374476;"2017-02-21 00:00:00"
524;"Alexandre  Duarte  Pedrosa  Marcos";6659@lojacomp.pt;958866834;"2017-02-21 00:00:00"
525;"Beatriz Bruna Conceição  Madeira";6660@lojacomp.pt;814985259;"2017-02-21 00:00:00"
526;"Luísa Cristina  Azevedo  Rodrigues";6661@lojacomp.pt;163472675;"2017-02-21 00:00:00"
527;"Beatriz Gisela Silvério  Carreira";6662@lojacomp.pt;218613654;"2017-02-21 00:00:00"
528;"Leonor Márcia Azevedo  Fonseca";6663@lojacomp.pt;896395013;"2017-02-21 00:00:00"
529;"Nuno Luis  Calado  Marques";6664@lojacomp.pt;390023608;"2017-02-21 00:00:00"
530;"Marta Sandra  Francisco  Pereira";6665@lojacomp.pt;400998831;"2017-02-21 00:00:00"
531;"Patrício André  Carreira  Alves";6666@lojacomp.pt;960287456;"2017-02-21 00:00:00"
532;"Dulce Azevedo  Silvério";6667@lojacomp.pt;523877133;"2017-02-21 00:00:00"
533;"André  David  Pedrosa  Silvério";6668@lojacomp.pt;563205481;"2017-02-21 00:00:00"
534;"Fátima Beatriz Carreira  Rodrigues";6669@lojacomp.pt;520899587;"2017-02-21 00:00:00"
535;"Dulce Claudia  Silva  Morgado";6670@lojacomp.pt;116031573;"2017-02-21 00:00:00"
536;"André  Fonseca  Fonseca";6671@lojacomp.pt;727226115;"2017-02-21 00:00:00"
537;"Andreia Teresa  Caiado Azevedo";6672@lojacomp.pt;497616142;"2017-02-21 00:00:00"
538;"Bruno  Miguel  Vieira  Martins";6673@lojacomp.pt;662245583;"2017-02-21 00:00:00"
539;"Francisco Eduardo  Marcos  Cardoso";6674@lojacomp.pt;632720000;"2017-02-21 00:00:00"
540;"Luísa Tânia Morgado  Caiado";6675@lojacomp.pt;106363343;"2017-02-21 00:00:00"
541;"Sérgio  Hélio  Nogueira  Martins";6676@lojacomp.pt;413287389;"2017-02-21 00:00:00"
542;"Jonas  Daniel  Ribeiro  Rodrigues";6677@lojacomp.pt;360426191;"2017-02-21 00:00:00"
543;"Luísa José Faustino  Guinada";6678@lojacomp.pt;583777986;"2017-02-21 00:00:00"
544;"Luis  Filipe Lucas  Matias";6679@lojacomp.pt;444108180;"2017-02-21 00:00:00"
545;"Michael  Telmo  Simões  Simões";6680@lojacomp.pt;439618763;"2017-02-21 00:00:00"
546;"Fátima Beatriz Jesus  Reis";6681@lojacomp.pt;381975020;"2017-02-21 00:00:00"
547;"Francisco Renato  Lucas  Félix";6682@lojacomp.pt;964252687;"2017-02-21 00:00:00"
548;"Cristina  Mónica  Ribeiro  Rodrigues";6683@lojacomp.pt;444559933;"2017-02-21 00:00:00"
549;"Daniela Sandra  Lucas  Silva";6684@lojacomp.pt;984002435;"2017-02-21 00:00:00"
550;"Anabela Daniela Anjos  Cardoso";6685@lojacomp.pt;498745705;"2017-02-21 00:00:00"
551;"Sílvia Beatriz Martins  Brazão";6686@lojacomp.pt;918798046;"2017-02-21 00:00:00"
552;"Sérgio  Hélio  Reis  Sousa";6687@lojacomp.pt;125083607;"2017-02-21 00:00:00"
553;"Diana Beatriz Fernandes  Nunes";6688@lojacomp.pt;122910634;"2017-02-21 00:00:00"
554;"Hélder  André  Alves  Faustino";6689@lojacomp.pt;403488396;"2017-02-21 00:00:00"
555;"Pedro Francisco Martins  Faustino";6690@lojacomp.pt;318205448;"2017-02-21 00:00:00"
556;"Lara Helena Jordão  Mendes";6691@lojacomp.pt;639949301;"2017-02-21 00:00:00"
557;"Anabela Filipa Rodrigues";6692@lojacomp.pt;592229895;"2017-02-21 00:00:00"
558;"Isabel  Joana Nogueira  Silva";6693@lojacomp.pt;296628383;"2017-02-21 00:00:00"
559;"Marisa Sandra  Monteiro Sousa";6694@lojacomp.pt;465598955;"2017-02-21 00:00:00"
560;"Duarte  Sílvio Nogueira  Morgado";6695@lojacomp.pt;769369646;"2017-02-21 00:00:00"
561;"Mira Sérgio  Caiado Cardoso";6696@lojacomp.pt;350266517;"2017-02-21 00:00:00"
562;"Catarina Sandra  Rosa  Nogueira";6697@lojacomp.pt;619368375;"2017-02-21 00:00:00"
563;"Valdemar  Jonas  Monteiro Silva";6698@lojacomp.pt;971958984;"2017-02-21 00:00:00"
564;"Tiago  Edgar  Magalhães  Fernandes";6699@lojacomp.pt;575766077;"2017-02-21 00:00:00"
565;"Ricardo  Alexandre  Mendes Conceição";6700@lojacomp.pt;840313428;"2017-02-21 00:00:00"
566;"Rui Vitor  Calado  Silvério";6701@lojacomp.pt;319770358;"2017-02-21 00:00:00"
567;"Catarina Helena Pinheiro  Ferreira";6702@lojacomp.pt;224447014;"2017-02-21 00:00:00"
568;"Mariana Teresa  Marcos  Calado";6703@lojacomp.pt;653613112;"2017-02-21 00:00:00"
569;"Teresa  Helena Domingues  Cardoso";6704@lojacomp.pt;193350173;"2017-02-21 00:00:00"
570;"Diana Dulce Morgado  Lopes";6705@lojacomp.pt;180147491;"2017-02-21 00:00:00"
571;"Dina Mónica  Alves  Madeira";6706@lojacomp.pt;235694042;"2017-02-21 00:00:00"
572;"Catarina Márcia Ferreira  Nascimento";6707@lojacomp.pt;148452368;"2017-02-21 00:00:00"
573;"Lara Helena Cardoso  Oliveira";6708@lojacomp.pt;296232569;"2017-02-21 00:00:00"
574;"Isabel  Alexandra  Ribeiro  Ferreira";6709@lojacomp.pt;499413621;"2017-02-21 00:00:00"
575;"Catarina Carla  Ribeiro  Pereira";6710@lojacomp.pt;627230945;"2017-02-21 00:00:00"
576;"Ana  Cecília  Simões  Santos";6711@lojacomp.pt;543219188;"2017-02-21 00:00:00"
577;"André  Tiago  Lopes  Mota";6712@lojacomp.pt;175059812;"2017-02-21 00:00:00"
578;"Edgar  Paulo Calado  Calado";6713@lojacomp.pt;831774386;"2017-02-21 00:00:00"
579;"Gisela Inês Marcos  Morgado";6714@lojacomp.pt;981994265;"2017-02-21 00:00:00"
580;"Paula Eugénia Azevedo  Ferreira";6715@lojacomp.pt;190659679;"2017-02-21 00:00:00"
581;"João João Francisco  Sousa";6716@lojacomp.pt;289116774;"2017-02-21 00:00:00"
582;"Marta Daniela Norte  Oliveira";6717@lojacomp.pt;527000605;"2017-02-21 00:00:00"
583;"Marco  David  Brazão  Caiado";6718@lojacomp.pt;124581395;"2017-02-21 00:00:00"
584;"José Diana Mendes Conceição";6719@lojacomp.pt;216500690;"2017-02-21 00:00:00"
585;"David  Daniel  Mota  Anjos";6720@lojacomp.pt;711001467;"2017-02-21 00:00:00"
586;"Helena Tânia Rosa  Domingues";6721@lojacomp.pt;556214590;"2017-02-21 00:00:00"
587;"Mónica  Inês Vieira  Vitorino";6722@lojacomp.pt;441297651;"2017-02-21 00:00:00"
588;"Jonas  Egídio  Sebastião  Alves";6723@lojacomp.pt;184538043;"2017-02-21 00:00:00"
589;"Egídio  Flávio  Anjos  Pedrosa";6724@lojacomp.pt;138052020;"2017-02-21 00:00:00"
590;"Eduardo  Rui Gonçalves  Cardoso";6725@lojacomp.pt;407295352;"2017-02-21 00:00:00"
591;"Maria Diana Alves  Faustino";6726@lojacomp.pt;170896067;"2017-02-21 00:00:00"
592;"Tânia Sónia Sebastião  Anjos";6727@lojacomp.pt;422110906;"2017-02-21 00:00:00"
593;"Sílvia Marisa Fonseca";6728@lojacomp.pt;638387583;"2017-02-21 00:00:00"
594;"Diana Bruna Monteiro Reis";6729@lojacomp.pt;317931942;"2017-02-21 00:00:00"
595;"Cristina  Gisela Guinada  Pedrosa";6730@lojacomp.pt;401274828;"2017-02-21 00:00:00"
596;"Jorge Nelson  Monteiro Marcos";6731@lojacomp.pt;618620057;"2017-02-21 00:00:00"
597;"António  Rodrigo  Lucas  Pereira  Conceição";6732@lojacomp.pt;689745907;"2017-02-21 00:00:00"
598;"Goreti  Sílvia Mendes Ferreira";6733@lojacomp.pt;315297400;"2017-02-21 00:00:00"
599;"Mário Armindo  Pinheiro  Cordeiro";6734@lojacomp.pt;325195403;"2017-02-21 00:00:00"
600;"Gustavo Cristiano Pedrosa  Magalhães";6735@lojacomp.pt;335612515;"2017-02-21 00:00:00"
601;"Teresa  Joana Félix  Nogueira";6736@lojacomp.pt;599642897;"2017-02-21 00:00:00"
602;"Sandra  Olga Nogueira  Lopes";6737@lojacomp.pt;279407528;"2017-02-21 00:00:00"
603;"Ana  Rute  Mendes Guerreiro";6738@lojacomp.pt;396840319;"2017-02-21 00:00:00"
604;"Maria Inês Martins  Félix";6739@lojacomp.pt;801696236;"2017-02-21 00:00:00"
605;"Alexandra  Paula Santos  Nunes";6740@lojacomp.pt;236749140;"2017-02-21 00:00:00"
606;"Ricardo  Alexandre  Cordeiro  Nogueira";6741@lojacomp.pt;616828566;"2017-02-21 00:00:00"
607;"Sérgio  Pedro Calado  Alves";6742@lojacomp.pt;470822167;"2017-02-21 00:00:00"
608;"Vitor  João Nunes  Fernandes";6743@lojacomp.pt;317351285;"2017-02-21 00:00:00"
609;"Leonel  Marco  Mendes Guerreiro";6744@lojacomp.pt;350862100;"2017-02-21 00:00:00"
610;"Telmo  Reis  Conceição";6745@lojacomp.pt;212761992;"2017-02-21 00:00:00"
611;"Tânia Rosa Caiado Pinheiro";6746@lojacomp.pt;667858708;"2017-02-21 00:00:00"
612;"Carla  Gisela Vitorino  Jesus";6747@lojacomp.pt;354422104;"2017-02-21 00:00:00"
613;"Nádia Leonor Zózimo  Azevedo";6748@lojacomp.pt;280398848;"2017-02-21 00:00:00"
614;"Sónia Sandra  Cardoso  Jordão";6749@lojacomp.pt;474648520;"2017-02-21 00:00:00"
615;"Cristiano Telmo  Conceição  Azevedo";6750@lojacomp.pt;907668457;"2017-02-21 00:00:00"
616;"Filipe Sérgio  Rosa  Azevedo";6751@lojacomp.pt;100235310;"2017-02-21 00:00:00"
617;"Filipe Vitor  Alves  Lucas";6752@lojacomp.pt;283562888;"2017-02-21 00:00:00"
618;"Henrique  Francisco  Ribeiro";6753@lojacomp.pt;907061731;"2017-02-21 00:00:00"
619;"Gustavo Renato  Jesus  Matias";6754@lojacomp.pt;318329753;"2017-02-21 00:00:00"
620;"Arlindo  Eduardo  Sousa  Norte";6755@lojacomp.pt;340065853;"2017-02-21 00:00:00"
621;"Maria Marisa Carreira  Rebelo";6756@lojacomp.pt;709136161;"2017-02-21 00:00:00"
622;"Mónica  Inês Brazão  Mota";6757@lojacomp.pt;348219566;"2017-02-21 00:00:00"
623;"Teresa  Bruna Rebelo  Reis";6758@lojacomp.pt;219937517;"2017-02-21 00:00:00"
624;"Elias Sérgio  Rodrigues  Lucas";6759@lojacomp.pt;617715692;"2017-02-21 00:00:00"
625;"Diana Sílvia Sebastião  Silvério";6760@lojacomp.pt;308280032;"2017-02-21 00:00:00"
626;"Henrique  Telmo  Alves";6761@lojacomp.pt;322158680;"2017-02-21 00:00:00"
627;"Leandro  David  Pedrosa  Vieira";6762@lojacomp.pt;304503786;"2017-02-21 00:00:00"
628;"Inês Marta Jordão  Simões";6763@lojacomp.pt;579896808;"2017-02-21 00:00:00"
629;"Rui Carlos  Jesus  Vitorino";6764@lojacomp.pt;619686798;"2017-02-21 00:00:00"
630;"Edgar  Sérgio  Gonçalves  Monteiro";6765@lojacomp.pt;852127054;"2017-02-21 00:00:00"
631;"Filipe Duarte  Silvério  Azevedo";6766@lojacomp.pt;252521957;"2017-02-21 00:00:00"
632;"Lara Carla  Silva  Pedrosa  Guerreiro";6767@lojacomp.pt;572186965;"2017-02-21 00:00:00"
633;"Eunice  Diana Rodrigues  Matias";6768@lojacomp.pt;683607100;"2017-02-21 00:00:00"
634;"Catarina Olga Mota  Magalhães";6769@lojacomp.pt;737883378;"2017-02-21 00:00:00"
635;"André  David  Sousa  Morgado";6770@lojacomp.pt;265464614;"2017-02-21 00:00:00"
636;"Daniela Teresa  Domingues  Ferreira";6771@lojacomp.pt;506051778;"2017-02-21 00:00:00"
637;"Edgar  Flávio  Caiado Rebelo";6772@lojacomp.pt;203291030;"2017-02-21 00:00:00"
638;"Manuel  Elias Santos  Silvério  Brazão";6773@lojacomp.pt;730384031;"2017-02-21 00:00:00"
639;"Leonel  Mário Norte  Reis";6774@lojacomp.pt;668888698;"2017-02-21 00:00:00"
640;"Leandro  David  Rodrigues  Nogueira";6775@lojacomp.pt;442969743;"2017-02-21 00:00:00"
641;"Dina Eugénia Silva  Rebelo";6776@lojacomp.pt;572137869;"2017-02-21 00:00:00"
642;"Manuel  David  Lourenço  Brazão";6777@lojacomp.pt;837788927;"2017-02-21 00:00:00"
643;"Cristina  Diana Lopes  Fernandes";6778@lojacomp.pt;794014239;"2017-02-21 00:00:00"
644;"Susana Bruna Faustino  Jesus";6779@lojacomp.pt;160813804;"2017-02-21 00:00:00"
645;"Armindo  Vitor  Ribeiro  Martins";6780@lojacomp.pt;687673366;"2017-02-21 00:00:00"
646;"Paulo Arlindo  Domingues  Ferreira";6781@lojacomp.pt;214976991;"2017-02-21 00:00:00"
647;"Rui Carlos  Cardoso";6782@lojacomp.pt;854179446;"2017-02-21 00:00:00"
648;"Catarina Isabel  Silva  Guinada";6783@lojacomp.pt;979481725;"2017-02-21 00:00:00"
649;"Eunice  Patrícia Morgado  Lucas";6784@lojacomp.pt;872475767;"2017-02-21 00:00:00"
650;"Diana José Calado  Ferreira";6785@lojacomp.pt;331798410;"2017-02-21 00:00:00"
651;"Helena Claudia  Alves  Conceição";6786@lojacomp.pt;100054241;"2017-02-21 00:00:00"
652;"Mariana Claudia  Jesus  Azevedo";6787@lojacomp.pt;500578721;"2017-02-21 00:00:00"
653;"Renato  Duarte  Sousa  Jesus";6788@lojacomp.pt;914550807;"2017-02-21 00:00:00"
654;"Márcia Helena Calado  Ferreira";6789@lojacomp.pt;822303296;"2017-02-21 00:00:00"
655;"Carla  Beatriz Francisco  Rodrigues";6790@lojacomp.pt;944122916;"2017-02-21 00:00:00"
656;"Susana Rute  Jesus  Gonçalves";6791@lojacomp.pt;854208933;"2017-02-21 00:00:00"
657;"Leonor Dulce Rebocho  Nunes";6792@lojacomp.pt;979936505;"2017-02-21 00:00:00"
658;"Michael  Nelson  Matias  Brazão";6793@lojacomp.pt;293174196;"2017-02-21 00:00:00"
659;"Pedro Jonas  Zózimo  Carreira";6794@lojacomp.pt;613978137;"2017-02-21 00:00:00"
660;"Paulo Daniel  Guerreiro  Guerreiro";6795@lojacomp.pt;817032606;"2017-02-21 00:00:00"
661;"Claudia  Marisa Sousa  Mendes";6796@lojacomp.pt;639622378;"2017-02-21 00:00:00"
662;"Fátima Mónica  Norte  Oliveira";6797@lojacomp.pt;505482726;"2017-02-21 00:00:00"
663;"Rodrigo  Reis  Peres";6798@lojacomp.pt;584513897;"2017-02-21 00:00:00"
664;"Arlindo  Armindo  Gonçalves  Pinheiro";6799@lojacomp.pt;114916652;"2017-02-21 00:00:00"
665;"Leandro  Leonel  Norte  Marques";6800@lojacomp.pt;893374772;"2017-02-21 00:00:00"
666;"Mira Renato  Ribeiro  Morgado";6801@lojacomp.pt;619417820;"2017-02-21 00:00:00"
667;"Manuela Dulce Rosa  Caiado";6802@lojacomp.pt;694289143;"2017-02-21 00:00:00"
668;"Helena Helena Jesus  Peres  Mota";6803@lojacomp.pt;687166117;"2017-02-21 00:00:00"
669;"Marisa Carla  Oliveira  Rebelo";6804@lojacomp.pt;871017926;"2017-02-21 00:00:00"
670;"Fernando Arlindo  Ribeiro  Pedrosa";6805@lojacomp.pt;416221155;"2017-02-21 00:00:00"
671;"Valdemar  Duarte  Jesus  Mota";6806@lojacomp.pt;376395303;"2017-02-21 00:00:00"
672;"Manuel  Vitor  Jordão  Cordeiro";6807@lojacomp.pt;537211078;"2017-02-21 00:00:00"
673;"Telmo  Edgar  Pedrosa  Cardoso";6808@lojacomp.pt;551237804;"2017-02-21 00:00:00"
674;"Helena Sónia Francisco  Reis";6809@lojacomp.pt;733603067;"2017-02-21 00:00:00"
675;"Paula Teresa  Nascimento  Anjos  Marcos";6810@lojacomp.pt;894650541;"2017-02-21 00:00:00"
676;"Maria Maria Félix  Martins";6811@lojacomp.pt;497793130;"2017-02-21 00:00:00"
677;"Marisa Márcia Mendes Guerreiro";6812@lojacomp.pt;775274569;"2017-02-21 00:00:00"
678;"Diana Beatriz Azevedo  Nunes";6813@lojacomp.pt;795483835;"2017-02-21 00:00:00"
679;"Mariana Olga Pedrosa  Rebocho";6814@lojacomp.pt;351080725;"2017-02-21 00:00:00"
680;"Dulce Eugénia Domingues  Alves";6815@lojacomp.pt;867042400;"2017-02-21 00:00:00"
681;"Olga Eunice  Gonçalves  Lucas";6816@lojacomp.pt;709693800;"2017-02-21 00:00:00"
682;"Hélder  André  Francisco  Santos";6817@lojacomp.pt;319570106;"2017-02-21 00:00:00"
683;"Ângelo  Ricardo  Rodrigues  Pedrosa";6818@lojacomp.pt;405283115;"2017-02-21 00:00:00"
684;"Marisa Márcia Vieira  Guinada";6819@lojacomp.pt;282763388;"2017-02-21 00:00:00"
685;"Vitor  Paulo Ferreira  Jesus";6820@lojacomp.pt;277381111;"2017-02-21 00:00:00"
686;"Jonas  Arlindo  Sebastião  Lopes";6821@lojacomp.pt;929560884;"2017-02-21 00:00:00"
687;"Paula Andreia Félix";6822@lojacomp.pt;513982307;"2017-02-21 00:00:00"
688;"Mariana Olga Vieira  Guinada";6823@lojacomp.pt;239452013;"2017-02-21 00:00:00"
689;"Carla  Leonor Simões  Madeira";6824@lojacomp.pt;328418851;"2017-02-21 00:00:00"
690;"Tânia Anabela Azevedo  Monteiro";6825@lojacomp.pt;538163582;"2017-02-21 00:00:00"
691;"Tânia Sónia Conceição  Domingues";6826@lojacomp.pt;356697913;"2017-02-21 00:00:00"
692;"Arlindo  Francisco Rosa  Rosa";6827@lojacomp.pt;897684398;"2017-02-21 00:00:00"
693;"Sandra  Helena Silva  Marques";6828@lojacomp.pt;713324753;"2017-02-21 00:00:00"
694;"Nuno Luis  Norte  Pinheiro";6829@lojacomp.pt;681215279;"2017-02-21 00:00:00"
695;"Manuela Eduarda Nascimento  Cordeiro";6830@lojacomp.pt;107572763;"2017-02-21 00:00:00"
696;"Filipe Sílvio Zózimo  Santos";6831@lojacomp.pt;270164798;"2017-02-21 00:00:00"
697;"Dina José Monteiro Vieira";6832@lojacomp.pt;567245142;"2017-02-21 00:00:00"
698;"João Sílvio Jesus  Oliveira";6833@lojacomp.pt;686066430;"2017-02-21 00:00:00"
699;"Sílvio Mira Alves  Norte";6834@lojacomp.pt;559784273;"2017-02-21 00:00:00"
700;"Daniela Sandra  Oliveira  Lopes";6835@lojacomp.pt;628505226;"2017-02-21 00:00:00"
701;"Beatriz Helena Guerreiro  Reis";6836@lojacomp.pt;235227530;"2017-02-21 00:00:00"
702;"Ricardo  Gustavo Pinheiro  Francisco";6837@lojacomp.pt;262309664;"2017-02-21 00:00:00"
703;"Hélder  Leonel  Sebastião  Ribeiro";6838@lojacomp.pt;714932002;"2017-02-21 00:00:00"
704;"Michael  Pedro Brazão  Fonseca";6839@lojacomp.pt;722761268;"2017-02-21 00:00:00"
705;"Catarina Mariana Marcos  Jesus";6840@lojacomp.pt;178931140;"2017-02-21 00:00:00"
706;"Manuel  Duarte  Jordão";6841@lojacomp.pt;225805311;"2017-02-21 00:00:00"
707;"Francisco Tiago  Jesus  Azevedo";6842@lojacomp.pt;880323300;"2017-02-21 00:00:00"
708;"Telmo  Patrício Sebastião  Ferreira";6843@lojacomp.pt;904110709;"2017-02-21 00:00:00"
709;"Rosa Diana Ribeiro  Félix";6844@lojacomp.pt;944765711;"2017-02-21 00:00:00"
710;"Sónia Mónica  Fernandes  Sousa";6845@lojacomp.pt;464863966;"2017-02-21 00:00:00"
711;"Leonor Inês Azevedo  Jordão";6846@lojacomp.pt;814109663;"2017-02-21 00:00:00"
712;"Filipa Beatriz Nascimento  Cordeiro";6847@lojacomp.pt;803747333;"2017-02-21 00:00:00"
713;"Maria Carla  Brazão  Nascimento";6848@lojacomp.pt;737937505;"2017-02-21 00:00:00"
714;"Jonas  Telmo  Carreira  Marques";6849@lojacomp.pt;617605211;"2017-02-21 00:00:00"
715;"Alexandra  Anabela Fonseca  Domingues";6850@lojacomp.pt;197137613;"2017-02-21 00:00:00"
716;"Ângelo  Renato  Guerreiro  Ferreira";6851@lojacomp.pt;734695705;"2017-02-21 00:00:00"
717;"Sílvia Bruna Silvério  Magalhães";6852@lojacomp.pt;268120649;"2017-02-21 00:00:00"
718;"Rui Sérgio  Norte  Guinada";6853@lojacomp.pt;354686455;"2017-02-21 00:00:00"
719;"Sílvio Egídio  Silva  Morgado";6854@lojacomp.pt;741441618;"2017-02-21 00:00:00"
720;"Rodrigo  Cristiano Martins";6855@lojacomp.pt;604799177;"2017-02-21 00:00:00"
721;"Paula Andreia Sousa  Lucas";6856@lojacomp.pt;281426479;"2017-02-21 00:00:00"
722;"Tiago  Edgar  Sebastião  Lucas";6857@lojacomp.pt;851418544;"2017-02-21 00:00:00"
723;"Bruno  Henrique  Anjos  Rebelo";6858@lojacomp.pt;834715263;"2017-02-21 00:00:00"
724;"Alexandre  Carlos  Caiado Félix";6859@lojacomp.pt;346182536;"2017-02-21 00:00:00"
725;"Marta Daniela Fernandes  Lopes";6860@lojacomp.pt;408183122;"2017-02-21 00:00:00"
726;"Hélio  Hugo  Rebocho  Lucas";6861@lojacomp.pt;353071083;"2017-02-21 00:00:00"
727;"Alexandra  Inês Vitorino  Silvério";6862@lojacomp.pt;188549792;"2017-02-21 00:00:00"
728;"Rosa Mariana Nunes  Rebelo";6863@lojacomp.pt;993436512;"2017-02-21 00:00:00"
729;"Nancy Mariana Magalhães  Santos";6864@lojacomp.pt;132484043;"2017-02-21 00:00:00"
730;"Tiago  Edgar  Lourenço  Nogueira";6865@lojacomp.pt;863737672;"2017-02-21 00:00:00"
731;"Patrícia Lara Silva  Rebelo";6866@lojacomp.pt;229940581;"2017-02-21 00:00:00"
732;"Maria Gisela Guerreiro  Nascimento";6867@lojacomp.pt;600407288;"2017-02-21 00:00:00"
733;"Isabel  Anjos  Oliveira";6868@lojacomp.pt;958763626;"2017-02-21 00:00:00"
734;"Patrícia Lara Lopes  Cordeiro";6869@lojacomp.pt;534204750;"2017-02-21 00:00:00"
735;"Teresa  Sónia Pinheiro  Jordão";6870@lojacomp.pt;406840698;"2017-02-21 00:00:00"
736;"Fátima Gisela Mota  Guerreiro";6871@lojacomp.pt;368560407;"2017-02-21 00:00:00"
737;"Flávio  Matias  Sebastião";6872@lojacomp.pt;817322259;"2017-02-21 00:00:00"
738;"Eunice  Fátima Domingues  Zózimo";6873@lojacomp.pt;217343470;"2017-02-21 00:00:00"
739;"Leonor Márcia Simões  Oliveira";6874@lojacomp.pt;868782231;"2017-02-21 00:00:00"
740;"José Nádia Azevedo  Magalhães";6875@lojacomp.pt;786753625;"2017-02-21 00:00:00"
741;"André  Michael  Conceição  Reis";6876@lojacomp.pt;682395276;"2017-02-21 00:00:00"
742;"Jorge Daniel  Pinheiro  Carreira  Cordeiro";6877@lojacomp.pt;483950955;"2017-02-21 00:00:00"
743;"Luis  José Lourenço  Reis";6878@lojacomp.pt;596903321;"2017-02-21 00:00:00"
744;"Eduardo  Valdemar  Vieira  Madeira";6879@lojacomp.pt;718943768;"2017-02-21 00:00:00"
745;"Jonas  Duarte  Cardoso  Nascimento";6880@lojacomp.pt;283878974;"2017-02-21 00:00:00"
746;"Dina Manuela Pinheiro  Nascimento";6881@lojacomp.pt;511555046;"2017-02-21 00:00:00"
747;"Sónia Daniela Fernandes  Lucas";6882@lojacomp.pt;454045883;"2017-02-21 00:00:00"
748;"José Gisela Azevedo  Jesus";6883@lojacomp.pt;152926710;"2017-02-21 00:00:00"
749;"Flávio  Marco  Mendes Ferreira";6884@lojacomp.pt;139723857;"2017-02-21 00:00:00"
750;"Leandro  Valdemar  Alves  Cordeiro";6885@lojacomp.pt;692259038;"2017-02-21 00:00:00"
751;"Teresa  Isabel  Martins  Peres";6886@lojacomp.pt;809017498;"2017-02-21 00:00:00"
752;"Nádia Nádia Marcos  Fonseca";6887@lojacomp.pt;736596346;"2017-02-21 00:00:00"
753;"Arlindo  Bruno  Vieira  Ferreira";6888@lojacomp.pt;320558642;"2017-02-21 00:00:00"
754;"Michael  Alexandre  Silva  Ferreira";6889@lojacomp.pt;577056789;"2017-02-21 00:00:00"
755;"Alexandra  Marisa Madeira Jordão";6890@lojacomp.pt;932407633;"2017-02-21 00:00:00"
756;"Diana Bruna Brazão  Nascimento";6891@lojacomp.pt;101060889;"2017-02-21 00:00:00"
757;"Paula Teresa  Calado  Marques";6892@lojacomp.pt;677547580;"2017-02-21 00:00:00"
758;"Duarte  Vitor  Cardoso  Brazão";6893@lojacomp.pt;152621023;"2017-02-21 00:00:00"
759;"Sónia Márcia Guerreiro  Zózimo";6894@lojacomp.pt;355417947;"2017-02-21 00:00:00"
760;"Dulce Claudia  Mendes Lourenço";6895@lojacomp.pt;811533295;"2017-02-21 00:00:00"
761;"Nelson  Cristiano Zózimo  Félix";6896@lojacomp.pt;757313891;"2017-02-21 00:00:00"
762;"Marisa Nuno  Monteiro Cordeiro";6897@lojacomp.pt;413674126;"2017-02-21 00:00:00"
763;"Duarte  Jonas  Cardoso  Ferreira";6898@lojacomp.pt;106490472;"2017-02-21 00:00:00"
764;"David  Sílvio Monteiro Calado";6899@lojacomp.pt;667246596;"2017-02-21 00:00:00"
765;"Renato  Miguel  Azevedo  Magalhães";6900@lojacomp.pt;245432364;"2017-02-21 00:00:00"
766;"Filipe Valdemar  Matias  Caiado";6901@lojacomp.pt;818277087;"2017-02-21 00:00:00"
767;"Beatriz Gisela Anjos  Oliveira";6902@lojacomp.pt;523322266;"2017-02-21 00:00:00"
768;"Patrícia Joana Ribeiro  Ribeiro";6903@lojacomp.pt;576570404;"2017-02-21 00:00:00"
769;"Sílvia Gisela Nascimento  Cardoso";6904@lojacomp.pt;960881205;"2017-02-21 00:00:00"
770;"Egídio  Mira Sousa  Zózimo";6905@lojacomp.pt;680114727;"2017-02-21 00:00:00"
771;"Henrique  Jorge Monteiro Rebocho";6906@lojacomp.pt;784576777;"2017-02-21 00:00:00"
772;"Michael  Cristiano Matias  Vitorino";6907@lojacomp.pt;912742080;"2017-02-21 00:00:00"
773;"André  Michael  Azevedo  Santos";6908@lojacomp.pt;610179944;"2017-02-21 00:00:00"
